no,m,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,label
6,201710,20940.0,49050.0,27.0,1000.0,1.0,25100.0,13.0,,,,,2030.0,1.0,3000.0,2.0,,,,,25100.0,13.0,10.0,1.0,19550.0,8.0,16500.0,7.0,9520.0,8.0,3470.0,3.0,,,,,,,,,67350.0,11.0,,,,,6000.0,1.0,5000.0,1.0,,,,,1980.0,2.0,,,15370.0,2.0,11560.0,5.0,30000.0,1.0,5420.0,2.0,5000.0,1.0,,,,,,,10000.0,1000.0,10000.0,,,2030.0,2000.0,,,10000.0,,,,30000.0,,6000.0,5000.0,,,1490.0,,,,3900.0,3.0,3900.0,2.0,0.0,1.0,,,,,900.0,1.0,0.0,1.0,,,3000.0,1.0,,,5112.0,3.0,5112.0,3.0,,,,,5112.0,3.0,,,,,,,,,3000.0,3000.0,0.0,,5100.0,5100.0,,5050.0,2.0,5050.0,,731.0,3.0,4.0,2.0,1.0,1.0,3.0,1.0,21140.0,,201506.0,201710.0,201507.0,201710.0,,,,,,6040.0,6040.0,,,2.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,1.0,0.0,2.0,,,,,,,,,,,1
6,201709,2690.0,18850.0,25.0,,,5400.0,11.0,,,,,,,,,,,,,5400.0,11.0,6780.0,6.0,4030.0,4.0,1500.0,7.0,610.0,3.0,5000.0,3.0,930.0,2.0,0.0,1.0,,,,,20080.0,8.0,,,,,3300.0,1.0,4500.0,2.0,,,,,4660.0,3.0,,,3130.0,2.0,10440.0,3.0,3890.0,2.0,,,2620.0,1.0,,,,,,,2900.0,,2900.0,,,,,,,2900.0,0.0,,,5000.0,,3300.0,2600.0,,,2140.0,,,,2000.0,2.0,2000.0,1.0,0.0,1.0,,,,,,,2000.0,2.0,,,,,,,3980.0,3.0,3980.0,3.0,40.0,1.0,0.0,1.0,,,,,,,3940.0,1.0,,,2000.0,2000.0,0.0,,3940.0,3940.0,,3940.0,2.0,3940.0,,731.0,3.0,4.0,2.0,1.0,1.0,3.0,1.0,2890.0,,201506.0,201709.0,201507.0,201709.0,,,,,,6040.0,6040.0,,,,,,,,,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,1
6,201708,1500.0,29010.0,24.0,,,5670.0,11.0,,,,,,,,,,,,,5670.0,11.0,,,9720.0,6.0,660.0,4.0,10550.0,7.0,8080.0,7.0,,,,,,,,,30500.0,11.0,,,,,,,21000.0,7.0,,,,,760.0,2.0,,,10000.0,3.0,,,12900.0,5.0,4300.0,2.0,3300.0,1.0,,,,,,,5900.0,,2730.0,,,,,,,2730.0,,,,6100.0,,,6100.0,,,600.0,,,,2000.0,2.0,2000.0,1.0,0.0,1.0,,,,,2000.0,1.0,,,0.0,1.0,,,,,4100.0,1.0,4100.0,1.0,,,,,,,4100.0,1.0,,,,,,,2000.0,2000.0,0.0,,4100.0,4100.0,,4050.0,3.0,4050.0,,731.0,3.0,4.0,2.0,2.0,1.0,3.0,1.0,1700.0,,201506.0,201708.0,201507.0,201708.0,,,,,,6040.0,6040.0,,,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,1
6,201707,60.0,21670.0,61.0,,,11380.0,53.0,,,,,2000.0,1.0,4200.0,2.0,,,,,11380.0,53.0,1750.0,11.0,270.0,2.0,1360.0,3.0,1450.0,8.0,9160.0,11.0,7680.0,26.0,,,,,,,20320.0,11.0,,,,,7680.0,1.0,4900.0,3.0,,,,,2310.0,5.0,,,4910.0,5.0,,,11050.0,3.0,4360.0,3.0,,,,,,,,,2200.0,,1000.0,,,2000.0,2200.0,,,1000.0,,,,7680.0,,7680.0,3000.0,,,1000.0,,,,1900.0,2.0,1900.0,1.0,0.0,1.0,,,,,,,1900.0,2.0,,,,,,,12.0,1.0,12.0,1.0,,,,,,,12.0,1.0,,,,,,,1900.0,1900.0,0.0,,12.0,12.0,,4050.0,2.0,4050.0,,731.0,3.0,4.0,2.0,2.0,1.0,3.0,1.0,260.0,,201506.0,201707.0,201507.0,201707.0,,,,,,6040.0,6040.0,,,,,,,,,,,,,,,,,,,,,,,,,1
6,201706,1500.0,37123.0,41.0,,,15003.0,32.0,100.0,1.0,,,,,3500.0,2.0,,,,,15003.0,32.0,,,4030.0,3.0,15730.0,12.0,8473.0,14.0,5740.0,6.0,3150.0,6.0,,,,,,,30690.0,15.0,,,,,100.0,1.0,18300.0,6.0,,,,,2190.0,4.0,7610.0,2.0,2430.0,3.0,14440.0,7.0,6210.0,3.0,,,,,,,,,,,6370.0,,5000.0,100.0,,,2500.0,,,5000.0,,,,6600.0,,100.0,5000.0,,,1240.0,,,,7500.0,3.0,7500.0,2.0,0.0,1.0,,,4000.0,1.0,3500.0,1.0,0.0,1.0,,,,,,,9500.0,4.0,9500.0,4.0,1300.0,1.0,,,,,5800.0,1.0,,,2400.0,2.0,,,4000.0,4000.0,0.0,,5800.0,5800.0,,5960.0,2.0,1220.0,,731.0,3.0,4.0,2.0,2.0,1.0,3.0,1.0,1700.0,,201506.0,201706.0,201507.0,201706.0,,,,,,6040.0,6040.0,,,,,,,,,,,,,,,,,,,,,,,,,1
6,201705,40.0,16992.0,3.0,,,16952.0,2.0,,,,,,,,,,,,,16952.0,2.0,,,40.0,1.0,,,16952.0,2.0,,,,,40.0,1.0,,,,,1700.0,1.0,,,,,,,,,,,,,,,,,,,,,1700.0,1.0,,,,,,,1700.0,1.0,,,14152.0,,14152.0,,,,,,,14152.0,40.0,,,1700.0,,,,,,,,1700.0,,8790.0,5.0,4300.0,2.0,4490.0,3.0,,,,,,,6290.0,4.0,2500.0,1.0,,,,,52000.0,6.0,7000.0,4.0,,,47500.0,4.0,,,4500.0,2.0,,,,,,,2580.0,2500.0,2580.0,,25000.0,2500.0,,5920.0,3.0,4110.0,,731.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,240.0,,201506.0,201705.0,201507.0,201705.0,,,,,,6040.0,6040.0,,,,,,,,,,,,,,,,,,,,,,,,,1
6,201704,480.0,1000.0,2.0,,,1000.0,1.0,,,,,,,,,,,,,1000.0,1.0,,,0.0,1.0,,,1000.0,1.0,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,,1000.0,,,,,,,1000.0,0.0,,,,,,,,,,,,,40.0,1.0,,,40.0,1.0,,,,,,,40.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,40.0,,,,,,2.0,,,731.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,680.0,,201506.0,201704.0,201507.0,201704.0,,,,,,6040.0,6040.0,,,,,,,,,,,,,,,,,,,,,,,,,1
6,201703,2600.0,35591.0,167.0,1753.0,1.0,29013.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,2210.0,2.0,0.0,0.0,0.0,0.0,5000.0,2.0,1212.0,19.0,1954.0,10.0,13384.0,18.0,11114.0,47.0,6286.0,57.0,1641.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,30195.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4310.0,10.0,6822.0,10.0,18000.0,10.0,1063.0,9.0,0.0,0.0,0.0,0.0,2600.0,1.0,20900.0,7.0,3626.0,1753.0,3000.0,0.0,0.0,0.0,1106.0,0.0,0.0,3000.0,0.0,0.0,0.0,14175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2600.0,12660.0,4000.0,2.0,4000.0,2.0,0.0,0.0,0.0,0.0,3000.0,1.0,1000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,1.0,6000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,1.0,0.0,0.0,0.0,0.0,3000.0,3000.0,0.0,0.0,6000.0,6000.0,0.0,6000.0,3.0,0.0,0.0,731.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,2600.0,,201506.0,201703.0,201507.0,201703.0,,,,,,6040.0,6040.0,,,,,,,,,,,,,,,,,,,,,,,,,1
7,201802,,10038.0,9.0,5000.0,2.0,4978.0,6.0,,,,,4978.0,6.0,5000.0,2.0,,,,,,,,,464.0,1.0,60.0,1.0,8504.0,6.0,,,1010.0,1.0,,,,,,,300.0,1.0,300.0,1.0,,,,,,,,,,,,,,,,,,,,,300.0,1.0,,,,,,,300.0,1.0,2500.0,2500.0,1390.0,,,1390.0,2500.0,,,,,,,300.0,,,,,,,,,300.0,10630.0,5.0,,,10630.0,5.0,,,6600.0,1.0,,,3020.0,3.0,,,1010.0,1.0,,,17500.0,4.0,17500.0,4.0,,,17500.0,4.0,,,,,,,,,,,6600.0,,6600.0,,6500.0,6500.0,,24920.0,3.0,,,826.0,3.0,6.0,3.0,1.0,2.0,3.0,2.0,,,201707.0,201802.0,201612.0,201802.0,,,,,,16110.0,26250.0,,,,,,,,,3.0,2.0,0.0,2.0,0.0,1.0,,,,,,,,,,,1
7,201801,,4560.0,4.0,4500.0,3.0,,,,,,,,,4500.0,3.0,,,,,,,,,,,60.0,1.0,,,4500.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0,2000.0,,,,,2000.0,,,,,,,,,,,,,,,,,1800.0,2.0,,,1800.0,2.0,,,1300.0,1.0,,,,,500.0,1.0,,,,,6350.0,6.0,1070.0,4.0,,,280.0,1.0,,,6050.0,3.0,,,20.0,2.0,,,1300.0,,1300.0,,5000.0,1000.0,,24400.0,4.0,,,826.0,3.0,6.0,3.0,1.0,2.0,3.0,2.0,,,201707.0,201801.0,201612.0,201801.0,,,,,,16110.0,26250.0,,,,,,,,,3.0,2.0,0.0,2.0,0.0,1.0,,,,,,,,,,,1
7,201712,,11220.0,6.0,5700.0,3.0,4960.0,1.0,,,,,4960.0,1.0,5700.0,3.0,,,,,,,,,4960.0,1.0,560.0,2.0,700.0,1.0,5000.0,2.0,,,,,,,,,1600.0,4.0,,,,,,,,,,,,,,,,,1200.0,2.0,,,400.0,1.0,0.0,1.0,,,,,,,1600.0,4.0,4960.0,3000.0,4960.0,,,4960.0,3000.0,,,,,,,1200.0,,,,,,,,,1200.0,,,,,,,,,,,,,,,,,,,,,11400.0,3.0,1500.0,2.0,,,11100.0,2.0,,,,,,,300.0,1.0,9900.0,1.0,,,,,9900.0,1200.0,9900.0,,5.0,,,826.0,3.0,6.0,3.0,1.0,2.0,3.0,2.0,,,201707.0,201712.0,201612.0,201712.0,,,,,,16110.0,26250.0,,,3.0,2.0,0.0,2.0,0.0,1.0,3.0,2.0,0.0,2.0,0.0,1.0,,,,,,,,,,,1
7,201711,,2640.0,4.0,2500.0,3.0,,,,,,,,,2500.0,3.0,,,,,,,,,,,,,1740.0,3.0,900.0,1.0,,,,,,,,,650.0,2.0,,,,,,,,,,,,,,,,,,,650.0,2.0,,,,,,,,,,,650.0,2.0,1000.0,1000.0,,,,,1000.0,,,,,,,650.0,,,,,,,,,650.0,1968.0,4.0,1200.0,2.0,768.0,2.0,,,668.0,2.0,,,,,1300.0,2.0,,,,,1000.0,1.0,1000.0,1.0,,,,,,,1000.0,1.0,,,,,,,800.0,800.0,500.0,,1000.0,1000.0,,,3.0,,,826.0,3.0,4.0,3.0,1.0,2.0,3.0,2.0,,,201707.0,201711.0,201612.0,201711.0,,,,,,16110.0,26250.0,,,,,,,,,,,,,,,,,,,,,,,,,1
7,201710,,190.0,2.0,,,,,,,,,,,,,,,,,,,,,,,190.0,2.0,,,,,,,,,,,,,1100.0,1.0,,,,,,,,,,,,,,,,,,,,,1100.0,1.0,,,,,,,,,1100.0,1.0,140.0,,,,,,,,,,,,,1100.0,,,,,,,,,1100.0,,,,,,,,,,,,,,,,,,,,,1100.0,2.0,1100.0,2.0,,,,,,,300.0,1.0,,,800.0,1.0,,,,,,,800.0,800.0,,,3.0,,,826.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,,,201707.0,201710.0,201612.0,201710.0,,,,,,16110.0,26250.0,,,,,,,,,,,,,,,,,,,,,,,,,1
7,201709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7149.0,6.0,6400.0,4.0,599.0,1.0,,,,,1749.0,3.0,,,2400.0,2.0,3000.0,1.0,,,5800.0,2.0,1200.0,1.0,,,,,,,4600.0,1.0,,,1200.0,1.0,,,3000.0,3000.0,599.0,,4600.0,1200.0,,,3.0,,,826.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,,,201707.0,201709.0,201612.0,201709.0,,,,,,16110.0,26250.0,,,,,,,,,,,,,,,,,,,,,,,,,1
7,201708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950.0,2.0,800.0,1.0,,,,,,,150.0,1.0,800.0,1.0,,,,,,,2200.0,2.0,1100.0,1.0,,,1100.0,1.0,,,1100.0,1.0,,,,,1100.0,1.0,800.0,800.0,,,1100.0,1100.0,1100.0,,3.0,,,826.0,2.0,1.0,2.0,,1.0,1.0,2.0,,,201707.0,201707.0,201612.0,201708.0,,,,,,16110.0,26250.0,,,,,,,,,,,,,,,,,,,,,,,,,1
7,201707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2340.0,4.0,2200.0,3.0,,,,,900.0,2.0,1440.0,2.0,,,,,,,,,2600.0,3.0,1100.0,2.0,,,,,,,1500.0,1.0,,,1100.0,2.0,1500.0,1.0,1300.0,1300.0,,,1500.0,1000.0,1500.0,,3.0,,,826.0,2.0,1.0,2.0,,1.0,1.0,2.0,,,201707.0,201707.0,201612.0,201707.0,,,,,,16110.0,26250.0,,,,,,,,,,,,,,,,,,,,,,,,,1
7,201706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2750.0,3.0,2600.0,2.0,,,,,1800.0,1.0,150.0,1.0,800.0,1.0,,,,,,,3100.0,2.0,1100.0,1.0,,,1100.0,1.0,,,2000.0,1.0,,,,,2000.0,1.0,1800.0,1800.0,,,2000.0,1100.0,2000.0,,3.0,,,826.0,2.0,0.0,2.0,,1.0,0.0,2.0,,,,,201612.0,201706.0,,,,,,16110.0,26250.0,,,,,,,,,,,,,,,,,,,,,,,,,1
7,201705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900.0,1.0,900.0,1.0,,,,,,,,,900.0,1.0,,,,,,,1200.0,1.0,1200.0,1.0,,,,,,,,,1200.0,1.0,,,,,900.0,900.0,,,1200.0,1200.0,,,1.0,,,826.0,1.0,0.0,1.0,,1.0,0.0,1.0,,,,,201612.0,201705.0,,,,,,16110.0,16110.0,,,,,,,,,,,,,,,,,,,,,,,,,1
7,201704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900.0,1.0,900.0,1.0,,,,,,,,,,,,,900.0,1.0,,,1100.0,1.0,1100.0,1.0,,,,,1100.0,1.0,,,,,,,,,900.0,900.0,,,1100.0,1100.0,,,1.0,,,826.0,1.0,0.0,1.0,,1.0,0.0,1.0,,,,,201612.0,201704.0,,,,,,16110.0,16110.0,,,,,,,,,,,,,,,,,,,,,,,,,1
7,201703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4400.0,4.0,2600.0,2.0,1800.0,2.0,,,2600.0,2.0,800.0,1.0,,,1000.0,1.0,,,,,890.0,1.0,890.0,1.0,,,,,890.0,1.0,,,,,,,,,1900.0,1900.0,1000.0,,890.0,890.0,,,,,,826.0,1.0,0.0,1.0,,1.0,0.0,1.0,,,,,201612.0,201703.0,,,,,,16110.0,16110.0,,,,,,,,,,,,,,,,,,,,,,,,,1
8,201809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57590.0,6.0,,,57590.0,6.0,,,,,23200.0,1.0,6000.0,1.0,28390.0,4.0,,,,,78330.0,4.0,59330.0,3.0,,,,,330.0,1.0,78000.0,3.0,,,,,19000.0,1.0,25790.0,,25790.0,,49000.0,49000.0,19000.0,,,,,532.0,7.0,3.0,7.0,1.0,1.0,3.0,7.0,160.0,,201611.0,201807.0,201306.0,201809.0,,,,,,50000.0,82343.0,2.0,,,,,,,,3.0,3.0,0.0,1.0,0.0,2.0,,,,,,,,,,,1
8,201808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45540.0,8.0,,,45540.0,8.0,,,34980.0,3.0,8060.0,3.0,1500.0,1.0,1000.0,1.0,,,,,46600.0,4.0,46600.0,4.0,,,,,,,1600.0,2.0,45000.0,2.0,,,,,17350.0,,17350.0,,40000.0,40000.0,,49330.0,1.0,,,532.0,7.0,3.0,7.0,1.0,1.0,3.0,7.0,160.0,,201611.0,201807.0,201306.0,201808.0,,,,,,50000.0,81493.0,1.0,,,,,,,,3.0,3.0,0.0,1.0,0.0,2.0,,,,,,,,,,,1
8,201807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36370.0,6.0,,,36370.0,6.0,,,16710.0,1.0,2910.0,1.0,14750.0,3.0,2000.0,1.0,,,,,30000.0,2.0,30000.0,2.0,,,,,,,30000.0,2.0,,,,,,,16710.0,,16710.0,,20000.0,20000.0,,48950.0,2.0,,,532.0,6.0,3.0,6.0,1.0,1.0,3.0,6.0,160.0,,201611.0,201807.0,201306.0,201807.0,,,,,,50000.0,81493.0,,,3.0,3.0,0.0,1.0,0.0,2.0,3.0,3.0,0.0,1.0,0.0,2.0,,,,,,,,,,,1
8,201806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000.0,8.0,,,20000.0,8.0,,,,,,,480.0,1.0,19520.0,7.0,,,,,14630.0,6.0,14630.0,6.0,2640.0,1.0,3040.0,2.0,7750.0,2.0,,,1200.0,1.0,,,,,6000.0,,6000.0,,5750.0,5750.0,,42640.0,2.0,,,532.0,4.0,2.0,4.0,1.0,1.0,2.0,4.0,160.0,,201611.0,201711.0,201306.0,201806.0,,,,,,50000.0,81493.0,,,,,,,,,,,,,,,,,,,,,,,,,1
8,201805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55340.0,31.0,,,55340.0,31.0,,,1000.0,1.0,860.0,4.0,47200.0,20.0,6280.0,6.0,,,,,24310.0,10.0,24310.0,10.0,,,9310.0,4.0,9000.0,3.0,6000.0,3.0,,,,,,,30000.0,,30000.0,,7000.0,7000.0,,17930.0,1.0,,,532.0,4.0,2.0,4.0,1.0,1.0,2.0,4.0,160.0,,201611.0,201711.0,201306.0,201805.0,,,,,,50000.0,81493.0,,,,,,,,,,,,,,,,,,,,,,,,,1
8,201804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12630.0,8.0,,,12630.0,8.0,,,6510.0,2.0,5810.0,3.0,190.0,1.0,120.0,2.0,,,,,5620.0,2.0,5140.0,1.0,480.0,1.0,5140.0,1.0,,,,,,,,,,,6500.0,,6500.0,,5140.0,5140.0,,10140.0,4.0,5140.0,,532.0,4.0,2.0,4.0,1.0,1.0,2.0,4.0,160.0,,201611.0,201711.0,201306.0,201804.0,,,,,,50000.0,81493.0,,,,,,,,,,,,,,,,,,,,,,,,,1
8,201803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,1.0,,,20.0,1.0,,,,,20.0,1.0,,,,,,,,,712.0,2.0,712.0,2.0,,,12.0,1.0,700.0,1.0,,,,,,,,,20.0,,20.0,,700.0,700.0,,5730.0,4.0,5730.0,,532.0,3.0,2.0,3.0,1.0,1.0,2.0,3.0,160.0,,201611.0,201711.0,201306.0,201803.0,,,,,,14593.0,31493.0,,,,,,,,,,,,,,,,,,,,,,,,,1
8,201802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.0,1.0,710.0,1.0,,,,,710.0,1.0,,,,,,,,,,,,,710.0,710.0,,5850.0,4.0,5140.0,,532.0,3.0,2.0,3.0,1.0,1.0,2.0,3.0,160.0,,201611.0,201711.0,201306.0,201802.0,,,,,,14593.0,31493.0,,,,,,,,,,,,,,,,,,,,,,,,,1
8,201801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.0,2.0,,,710.0,2.0,,,,,500.0,1.0,210.0,1.0,,,,,,,700.0,1.0,700.0,1.0,,,,,700.0,1.0,,,,,,,,,500.0,,500.0,,700.0,700.0,,6200.0,4.0,5500.0,,532.0,3.0,2.0,3.0,1.0,1.0,2.0,3.0,160.0,,201611.0,201711.0,201306.0,201801.0,,,,,,14593.0,31493.0,,,,,,,,,,,,,,,,,,,,,,,,,1
8,201712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.0,2.0,422.0,2.0,,,,,12.0,1.0,,,410.0,1.0,,,,,,,,,410.0,410.0,,6200.0,4.0,3500.0,,532.0,3.0,2.0,3.0,1.0,1.0,2.0,3.0,160.0,,201611.0,201711.0,201306.0,201712.0,,,,,,14593.0,31493.0,,,,,,,,,,,,,,,,,,,,,,,,,1
8,201711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3040.0,2.0,,,3040.0,2.0,,,2810.0,1.0,,,230.0,1.0,,,,,,,450.0,1.0,450.0,1.0,,,,,,,450.0,1.0,,,,,,,2810.0,,2810.0,,450.0,450.0,,3890.0,4.0,3890.0,,532.0,3.0,2.0,3.0,1.0,1.0,2.0,3.0,160.0,,201611.0,201711.0,201306.0,201711.0,,,,,,14593.0,31493.0,,,,,,,,,,,,,,,,,,,,,,,,,1
8,201710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.0,1.0,520.0,1.0,,,520.0,1.0,,,,,,,,,,,,,,,520.0,520.0,,4350.0,4.0,3830.0,,532.0,3.0,2.0,3.0,1.0,1.0,2.0,3.0,160.0,,201611.0,201706.0,201306.0,201710.0,,,,,,14593.0,31493.0,,,,,,,,,,,,,,,,,,,,,,,,,1
9,201804,2740.0,97800.0,99.0,2000.0,1.0,56300.0,89.0,,,,,,,37600.0,6.0,,,,,56300.0,89.0,,,6830.0,10.0,51990.0,42.0,16090.0,34.0,22890.0,13.0,,,,,,,,,100630.0,20.0,,,,,,,6900.0,1.0,,,,,2200.0,4.0,200.0,1.0,12020.0,2.0,21540.0,7.0,44070.0,8.0,15900.0,1.0,6900.0,1.0,,,,,,,19210.0,2000.0,19210.0,,,,10000.0,,,19210.0,,,,25000.0,,,6900.0,,,1290.0,,,,4890.0,1.0,,,4890.0,1.0,,,4890.0,1.0,,,,,,,,,,,28000.0,2.0,14000.0,1.0,,,14000.0,1.0,14000.0,1.0,,,,,,,,,4890.0,,4890.0,,14000.0,14000.0,,400.0,1.0,,,710.0,7.0,7.0,9.0,1.0,2.0,4.0,5.0,4710.0,,201412.0,201804.0,201305.0,201804.0,,,,,,28990.0,85860.0,7.0,12.0,,,,,,,,,,,,,,,,,,,,,,,1
9,201803,30.0,115140.0,19.0,,,5400.0,2.0,,,,,980.0,2.0,79400.0,11.0,,,,,5400.0,2.0,,,44960.0,9.0,24390.0,4.0,25400.0,2.0,20390.0,3.0,0.0,1.0,,,,,,,74500.0,6.0,,,,,,,11100.0,2.0,,,,,0.0,1.0,9400.0,1.0,,,24000.0,2.0,41100.0,3.0,,,,,,,,,,,20000.0,,5400.0,,,590.0,10000.0,,,5400.0,,,,30000.0,,,7900.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,5410.0,2.0,,,,,,,5410.0,2.0,,,,,,,,,,,,,5010.0,,,14360.0,3.0,,,710.0,7.0,7.0,9.0,1.0,2.0,4.0,5.0,2000.0,,201412.0,201803.0,201305.0,201803.0,,,,,,28990.0,85860.0,7.0,12.0,,,,,,,,,,,,,,,,,,,,,,,1
9,201802,40680.0,22810.0,5.0,,,17800.0,2.0,,,,,,,5000.0,1.0,,,,,17800.0,2.0,,,10.0,1.0,20000.0,2.0,2800.0,1.0,0.0,1.0,,,,,,,,,63500.0,6.0,,,,,,,30500.0,4.0,,,,,,,,,28000.0,1.0,25000.0,3.0,6500.0,1.0,4000.0,1.0,,,,,,,,,15000.0,,15000.0,,,,5000.0,,,15000.0,,,,28000.0,,,10000.0,,,,,,,5010.0,1.0,,,5010.0,1.0,,,,,5010.0,1.0,,,,,,,,,500.0,1.0,,,,,,,500.0,1.0,,,,,,,,,5010.0,,5010.0,,500.0,,,430.0,1.0,,,710.0,7.0,7.0,9.0,1.0,2.0,4.0,5.0,42650.0,,201412.0,201802.0,201305.0,201802.0,,,,,,28990.0,85860.0,7.0,12.0,,,,,,,,,,,,,,,,,,,,,,,1
